Date,y_Tp4_PriceChg_c0,y_Tp4_PriceChg_c1,y_Tp4_PriceChg_c2,y_Tp4_PriceChg_c3,y_Tp4_PriceChg_c4,y_Tp4_PriceChg_c5,pc_pred
1987-09-21,0.00026,0.0,0.02209,0.755563,0.209138,0.012838,0.12346140774082025
1987-09-22,0.000121,0.0,0.072764,0.867446,0.058656,0.000873,0.07016297719323648
1987-09-23,0.000251,0.0,0.025078,0.847751,0.124807,0.001997,0.0952985403517355
1987-09-24,0.000144,0.0,0.05667,0.802841,0.138885,0.001362,0.09372138901725577
1987-09-25,0.000498,0.0,0.121257,0.790324,0.085999,0.001502,0.06981333565526344
1987-09-28,0.000331,0.0,0.022282,0.600176,0.362015,0.015108,0.16423683316871615
1987-09-29,0.001368,0.0,0.027477,0.623297,0.324548,0.022923,0.15741632685888474
1987-09-30,0.000562,0.0,0.095855,0.850356,0.052261,0.000413,0.06441226327064782
1987-10-01,8.4e-05,0.0,0.080164,0.86103,0.058181,0.000486,0.06869851488777473
1987-10-02,0.000244,0.0,0.027955,0.772275,0.193296,0.006098,0.11481057377064441
1987-10-05,0.000766,0.0,0.014947,0.470188,0.460669,0.053246,0.2113051250315277
1987-10-06,0.000763,0.0,0.012577,0.496242,0.442241,0.048048,0.2041012177147506
1987-10-07,0.000162,0.0,0.04465,0.760979,0.189645,0.004443,0.11040383680173456
1987-10-08,0.000371,0.0,0.074911,0.868569,0.055352,0.000596,0.06869824748119394
1987-10-09,0.000137,0.0,0.124484,0.804359,0.070221,0.000651,0.0649526683638325
1987-10-12,0.000203,0.0,0.226371,0.752325,0.020689,0.000158,0.03589788328511559
1987-10-13,0.000162,7.3e-05,0.266726,0.704635,0.028208,0.0,0.03145509778881419
1987-10-14,0.000629,0.000196,0.365307,0.616139,0.01738,0.0,0.012973345269155834
1987-10-15,0.000288,0.000146,0.256629,0.733417,0.009393,0.0,0.02807562259122592
1987-10-16,0.001746,0.000952,0.366646,0.622642,0.007902,0.0,0.009523973719461447
1987-10-19,0.005041,0.003308,0.436236,0.549362,0.005894,0.0,-0.004273639665824218
1987-10-20,0.124165,0.101077,0.445253,0.322457,0.005303,0.0,-0.09725126415812028
1987-10-21,0.635349,0.264348,0.051905,0.004773,0.0,0.022629,-0.3283222013900963
1987-10-22,0.495758,0.419692,0.070511,0.0,0.001386,0.010363,-0.3237849011191512
1987-10-23,0.649971,0.259148,0.050055,0.0,0.002874,0.028559,-0.3285083939531497
1987-10-26,0.680261,0.238111,0.050271,0.003464,0.0,0.013832,-0.34468270291115527
1987-10-27,0.786012,0.109394,0.052331,0.0,0.004244,0.040758,-0.33451293070766885
1987-10-28,0.75129,0.129308,0.030897,0.0,0.005891,0.071056,-0.305016588497083
1987-10-29,0.701985,0.089708,0.023355,0.0,0.029749,0.146706,-0.21915400860296652
1987-10-30,0.707207,0.176185,0.035871,0.0,0.004975,0.067912,-0.302781209062732
1987-11-02,0.706088,0.184248,0.049788,0.0,0.006618,0.046333,-0.3183973841862571
